39, Adm-clerical,40, Male, Bachelors, State-gov, <=50K
62, Exec-managerial,40, Male, Bachelors, Self-emp-not-inc, <=50K
38, Prof-specialty,60, Male, Prof-school, Private, >50K
19, ?,40, Female, Some-college, ?, <=50K
33, Prof-specialty,40, Male, Bachelors, Private, <=50K
39, Prof-specialty,42, Female, Bachelors, Local-gov, <=50K
17, Handlers-cleaners,10, Male, 11th, Private, <=50K
58, Exec-managerial,40, Male, Some-college, Private, <=50K
35, Prof-specialty,50, Female, Bachelors, Self-emp-inc, <=50K
34, Protective-serv,50, Male, HS-grad, Local-gov, <=50K
55, ?,40, Female, 7th-8th, ?, <=50K
32, Craft-repair,40, Male, Some-college, Private, <=50K
19, Sales,40, Male, HS-grad, Self-emp-inc, <=50K
41, Machine-op-inspct,40, Male, HS-grad, Private, <=50K
24, Other-service,40, Female, HS-grad, Private, <=50K
52, ?,35, Male, HS-grad, ?, <=50K
48, Prof-specialty,40, Male, Bachelors, Local-gov, <=50K
32, Prof-specialty,30, Female, Some-college, Private, <=50K
47, Adm-clerical,35, Female, HS-grad, Local-gov, <=50K
38, Sales,40, Female, Prof-school, Private, <=50K
18, Handlers-cleaners,40, Male, HS-grad, Private, <=50K
25, Craft-repair,40, Male, HS-grad, Private, <=50K
36, Prof-specialty,32, Female, Bachelors, Private, >50K
40, Prof-specialty,20, Female, Assoc-voc, Private, <=50K
56, Craft-repair,20, Male, 11th, Self-emp-not-inc, <=50K
50, Prof-specialty,40, Female, Assoc-voc, Private, >50K
55, Adm-clerical,50, Male, HS-grad, Private, >50K
32, Protective-serv,40, Male, HS-grad, Local-gov, <=50K
41, Craft-repair,43, Male, Assoc-voc, Private, >50K
28, Adm-clerical,52, Female, Some-college, Private, <=50K
53, Exec-managerial,55, Male, Some-college, Private, <=50K
26, ?,40, Female, Assoc-voc, ?, <=50K
60, Prof-specialty,55, Female, Bachelors, Local-gov, <=50K
21, Other-service,20, Male, Some-college, Private, <=50K
29, Transport-moving,40, Male, HS-grad, Private, <=50K
73, Prof-specialty,50, Male, Some-college, Private, >50K
43, Sales,45, Male, Bachelors, Self-emp-inc, >50K
45, Sales,45, Male, Some-college, Private, <=50K
35, ?,35, Female, 9th, ?, <=50K
36, Prof-specialty,40, Female, HS-grad, Private, >50K
25, Sales,50, Female, HS-grad, Private, <=50K
38, Handlers-cleaners,40, Male, Some-college, Private, <=50K
30, Adm-clerical,40, Female, Some-college, Local-gov, <=50K
49, Exec-managerial,40, Male, Some-college, Private, >50K
41, Craft-repair,40, Male, HS-grad, Local-gov, <=50K
27, Exec-managerial,40, Male, Some-college, Private, <=50K
64, Exec-managerial,20, Male, Some-college, Private, <=50K
41, Transport-moving,45, Male, HS-grad, Self-emp-not-inc, <=50K
37, Exec-managerial,47, Male, Bachelors, Private, >50K
51, Machine-op-inspct,40, Female, 5th-6th, Private, <=50K
35, Prof-specialty,40, Female, Some-college, Private, <=50K
61, Other-service,40, Male, 1st-4th, Local-gov, <=50K
52, Priv-house-serv,16, Female, 7th-8th, Private, <=50K
40, Sales,60, Male, Assoc-acdm, Private, >50K
20, Handlers-cleaners,40, Male, HS-grad, Private, <=50K
52, Prof-specialty,40, Male, Masters, Local-gov, <=50K
50, Tech-support,40, Male, Some-college, Private, >50K
49, Exec-managerial,40, Female, Bachelors, Private, >50K
36, Prof-specialty,40, Female, Bachelors, State-gov, <=50K
33, Exec-managerial,40, Male, Masters, Private, <=50K
40, Prof-specialty,50, Male, HS-grad, Private, <=50K
45, Exec-managerial,50, Male, Bachelors, Private, >50K
22, Craft-repair,35, Female, Some-college, Private, <=50K
47, Prof-specialty,2, Female, Masters, Private, >50K
24, Sales,30, Male, HS-grad, Private, <=50K
19, Sales,30, Female, Some-college, Private, <=50K
40, Craft-repair,40, Female, HS-grad, Private, <=50K
40, Tech-support,50, Female, Some-college, Private, >50K
54, Sales,50, Male, HS-grad, Private, >50K
43, Prof-specialty,35, Male, Prof-school, Self-emp-not-inc, >50K
63, Transport-moving,40, Male, Bachelors, Local-gov, <=50K
18, Other-service,20, Female, 11th, Private, <=50K
19, Machine-op-inspct,40, Male, 1st-4th, Private, <=50K
49, Exec-managerial,45, Male, HS-grad, Self-emp-not-inc, <=50K
27, Exec-managerial,45, Male, Masters, Private, >50K
49, Exec-managerial,40, Female, Masters, Local-gov, <=50K
60, Craft-repair,50, Male, HS-grad, Private, <=50K
71, ?,40, Male, HS-grad, ?, <=50K
34, Transport-moving,40, Male, HS-grad, Private, <=50K
29, Prof-specialty,46, Female, Bachelors, Private, >50K
30, Sales,44, Male, Some-college, Private, <=50K
46, Handlers-cleaners,17, Male, HS-grad, Private, <=50K
32, Craft-repair,40, Male, Assoc-voc, Self-emp-not-inc, <=50K
25, Craft-repair,75, Male, HS-grad, Private, <=50K
25, Prof-specialty,45, Male, Masters, Private, <=50K
22, Other-service,40, Female, Some-college, Private, >50K
32, Transport-moving,50, Male, Some-college, Private, <=50K
40, Prof-specialty,30, Female, Doctorate, Private, >50K
51, Prof-specialty,40, Male, Masters, Private, >50K
20, Craft-repair,30, Male, HS-grad, Private, <=50K
34, Exec-managerial,48, Female, HS-grad, Private, <=50K
40, Exec-managerial,50, Male, Some-college, Private, <=50K
34, Adm-clerical,40, Female, Assoc-voc, State-gov, <=50K
19, Handlers-cleaners,25, Male, 10th, Private, <=50K
53, Craft-repair,40, Male, 10th, Private, <=50K
42, Adm-clerical,40, Male, Some-college, Federal-gov, >50K
38, Exec-managerial,65, Male, Masters, Private, >50K
41, Craft-repair,60, Male, HS-grad, Private, >50K
64, ?,16, Male, Prof-school, ?, <=50K
30, Prof-specialty,40, Male, Some-college, State-gov, <=50K
20, Farming-fishing,40, Male, 11th, Private, <=50K
19, Other-service,30, Female, HS-grad, Private, <=50K
20, Sales,60, Male, HS-grad, Private, <=50K
35, Exec-managerial,45, Male, Bachelors, Private, <=50K
33, Craft-repair,40, Male, HS-grad, Self-emp-not-inc, <=50K
43, Exec-managerial,15, Male, Some-college, Self-emp-not-inc, >50K
38, Exec-managerial,38, Female, Some-college, Federal-gov, <=50K
50, Exec-managerial,30, Female, Some-college, Self-emp-not-inc, <=50K
23, Other-service,10, Female, HS-grad, Private, <=50K
30, Adm-clerical,10, Female, Some-college, Local-gov, <=50K
33, Exec-managerial,40, Female, Bachelors, Private, <=50K
48, Machine-op-inspct,40, Male, HS-grad, Private, <=50K
43, Prof-specialty,24, Female, Bachelors, Private, <=50K
33, Tech-support,40, Male, Some-college, Private, <=50K
50, Exec-managerial,45, Male, Masters, Local-gov, >50K
23, Adm-clerical,40, Male, Some-college, Private, >50K
36, Handlers-cleaners,50, Male, Some-college, Local-gov, <=50K
50, Adm-clerical,46, Female, HS-grad, State-gov, <=50K
26, Sales,20, Female, HS-grad, Private, <=50K
55, Prof-specialty,40, Female, Masters, Local-gov, <=50K
37, Farming-fishing,40, Male, HS-grad, Private, <=50K
43, Machine-op-inspct,40, Male, HS-grad, Private, <=50K
38, Transport-moving,40, Male, Some-college, Self-emp-not-inc, <=50K
42, Handlers-cleaners,30, Male, 7th-8th, Private, <=50K
47, Transport-moving,45, Male, Doctorate, Self-emp-not-inc, <=50K
44, Exec-managerial,40, Male, Bachelors, Private, <=50K
28, Craft-repair,40, Male, HS-grad, Self-emp-not-inc, <=50K
51, Adm-clerical,40, Female, Some-college, Private, <=50K
51, Craft-repair,40, Male, HS-grad, Private, <=50K
49, Exec-managerial,40, Male, Bachelors, Private, <=50K
62, Prof-specialty,50, Male, Doctorate, Private, >50K
31, Adm-clerical,40, Female, Some-college, Private, <=50K
29, Handlers-cleaners,14, Female, 11th, Private, <=50K
23, Farming-fishing,30, Male, Some-college, Private, <=50K
40, Sales,40, Female, Some-college, State-gov, <=50K
66, Exec-managerial,50, Male, 7th-8th, Self-emp-inc, <=50K
17, Other-service,20, Female, 11th, Private, <=50K
37, Craft-repair,40, Male, Some-college, Private, >50K
69, Prof-specialty,3, Male, Prof-school, Private, <=50K
23, Adm-clerical,40, Female, Bachelors, Private, <=50K
38, Exec-managerial,42, Male, HS-grad, Federal-gov, >50K
37, Craft-repair,40, Male, HS-grad, Federal-gov, <=50K
38, Sales,40, Female, Some-college, Private, <=50K
38, Farming-fishing,54, Male, 9th, Private, <=50K
37, Prof-specialty,40, Female, Bachelors, State-gov, <=50K
37, Exec-managerial,50, Male, HS-grad, Self-emp-inc, >50K
23, Farming-fishing,70, Male, 9th, Private, <=50K
17, Other-service,15, Female, 10th, Private, <=50K
48, Prof-specialty,35, Male, Bachelors, Private, <=50K
17, Adm-clerical,23, Female, 11th, Private, <=50K
55, Exec-managerial,60, Male, Masters, Private, >50K
35, Exec-managerial,40, Male, Some-college, Private, >50K
68, ?,12, Female, Some-college, ?, >50K
35, Craft-repair,45, Male, Bachelors, Self-emp-not-inc, <=50K
53, Exec-managerial,60, Male, Bachelors, Private, >50K
43, Machine-op-inspct,48, Male, HS-grad, Private, <=50K
36, Prof-specialty,40, Male, Masters, Private, <=50K
24, Other-service,40, Female, HS-grad, Private, <=50K
45, Transport-moving,48, Male, Some-college, Private, <=50K
34, Adm-clerical,40, Female, Some-college, Private, <=50K
56, Adm-clerical,38, Female, HS-grad, Private, <=50K
36, Craft-repair,45, Male, HS-grad, Private, >50K
22, Prof-specialty,50, Male, Some-college, Private, <=50K
19, ?,35, Male, 9th, ?, <=50K
33, Other-service,36, Male, HS-grad, Private, <=50K
48, Other-service,32, Female, HS-grad, Private, <=50K
20, Other-service,30, Female, Some-college, Private, <=50K
64, Sales,50, Male, Assoc-acdm, Self-emp-inc, >50K
47, Craft-repair,40, Male, 11th, Private, <=50K
20, Other-service,25, Female, Some-college, Private, <=50K
44, Exec-managerial,40, Female, Bachelors, Federal-gov, <=50K
45, Farming-fishing,77, Male, Bachelors, Self-emp-not-inc, <=50K
45, Transport-moving,40, Female, HS-grad, Local-gov, >50K
45, Prof-specialty,37, Male, Masters, Local-gov, >50K
27, Prof-specialty,40, Male, Bachelors, State-gov, <=50K
41, Craft-repair,72, Male, HS-grad, Private, >50K
20, Farming-fishing,55, Male, HS-grad, Private, <=50K
54, Exec-managerial,40, Male, Bachelors, Self-emp-inc, >50K
17, Other-service,10, Female, 10th, Private, <=50K
50, Prof-specialty,40, Male, HS-grad, Private, >50K
31, Tech-support,40, Male, Masters, State-gov, <=50K
49, Craft-repair,30, Male, HS-grad, Self-emp-not-inc, <=50K
44, Adm-clerical,40, Male, Masters, Private, <=50K
49, Craft-repair,50, Male, HS-grad, Private, <=50K
28, Prof-specialty,52, Male, Bachelors, Local-gov, <=50K
43, Tech-support,99, Male, Some-college, Local-gov, >50K
33, Machine-op-inspct,40, Female, Assoc-acdm, Private, <=50K
35, Machine-op-inspct,55, Female, Some-college, Private, <=50K
17, Sales,20, Female, 11th, Private, <=50K
25, Handlers-cleaners,40, Male, HS-grad, Private, <=50K
41, Craft-repair,40, Female, HS-grad, Private, <=50K
30, Tech-support,45, Male, Masters, Private, <=50K
48, Other-service,56, Male, Assoc-voc, Private, >50K
61, Adm-clerical,35, Male, Some-college, Local-gov, <=50K
41, Craft-repair,40, Male, HS-grad, Private, <=50K
36, Tech-support,50, Male, HS-grad, Private, <=50K
24, Protective-serv,40, Male, Some-college, Local-gov, <=50K
27, Adm-clerical,40, Male, HS-grad, Private, <=50K
18, Prof-specialty,2, Female, 11th, Private, <=50K
20, Prof-specialty,15, Female, Some-college, Private, <=50K
18, Other-service,12, Male, Some-college, Private, <=50K
23, Craft-repair,40, Male, HS-grad, Private, <=50K
43, Prof-specialty,45, Male, Masters, State-gov, >50K
38, Exec-managerial,40, Female, Some-college, State-gov, <=50K
36, Adm-clerical,40, Female, Some-college, Private, <=50K
28, Exec-managerial,50, Male, Bachelors, Self-emp-not-inc, <=50K
47, Craft-repair,40, Male, Some-college, Private, <=50K
51, Exec-managerial,84, Male, Doctorate, Private, >50K
35, Exec-managerial,40, Male, Bachelors, Private, >50K
38, Protective-serv,60, Male, Bachelors, State-gov, <=50K
47, Adm-clerical,40, Male, Some-college, Federal-gov, >50K
26, Craft-repair,40, Female, 11th, Private, <=50K
31, Protective-serv,40, Male, Some-college, State-gov, >50K
46, Adm-clerical,35, Female, Some-college, Private, <=50K
49, Exec-managerial,40, Female, Some-college, Private, <=50K
19, Sales,30, Female, HS-grad, Private, <=50K
45, Farming-fishing,50, Male, Some-college, Self-emp-inc, <=50K
46, Prof-specialty,45, Male, Bachelors, Private, >50K
70, Tech-support,20, Male, Some-college, Self-emp-not-inc, <=50K
19, Adm-clerical,20, Female, Some-college, Private, <=50K
46, Craft-repair,50, Male, Assoc-voc, Private, <=50K
20, Transport-moving,35, Male, Some-college, Private, <=50K
17, Other-service,22, Female, 11th, Private, <=50K
43, Exec-managerial,49, Male, Some-college, Private, >50K
19, Other-service,15, Female, Some-college, Private, <=50K
37, Craft-repair,40, Male, HS-grad, Private, <=50K
51, Prof-specialty,40, Female, HS-grad, Private, <=50K
40, Prof-specialty,40, Male, Bachelors, Local-gov, >50K
24, Craft-repair,60, Male, Some-college, Private, <=50K
31, Prof-specialty,40, Male, Assoc-acdm, Private, <=50K
59, Prof-specialty,50, Male, Assoc-voc, Private, >50K
27, Other-service,40, Female, HS-grad, Private, <=50K
40, Prof-specialty,99, Male, Bachelors, Private, >50K
30, Craft-repair,40, Male, HS-grad, Self-emp-not-inc, <=50K
28, Adm-clerical,32, Male, Assoc-acdm, Private, <=50K
25, Craft-repair,50, Male, HS-grad, Private, <=50K
22, Sales,20, Female, Bachelors, Private, <=50K
21, Exec-managerial,40, Male, Some-college, State-gov, <=50K
67, ?,6, Male, Some-college, ?, <=50K
35, Exec-managerial,60, Female, Bachelors, Self-emp-inc, >50K
54, Exec-managerial,56, Male, HS-grad, Local-gov, <=50K
36, Machine-op-inspct,40, Male, HS-grad, Private, <=50K
29, Sales,40, Male, Bachelors, Private, <=50K
32, Exec-managerial,40, Female, HS-grad, Federal-gov, <=50K
55, Transport-moving,40, Male, HS-grad, Private, <=50K
56, Adm-clerical,40, Female, Masters, Federal-gov, <=50K
19, Other-service,25, Male, Some-college, Private, <=50K
36, Other-service,40, Female, HS-grad, Private, <=50K
58, Adm-clerical,40, Female, HS-grad, Private, >50K
35, Adm-clerical,40, Female, HS-grad, Private, <=50K
44, Machine-op-inspct,40, Female, 10th, Private, <=50K
40, Exec-managerial,40, Male, HS-grad, Self-emp-inc, <=50K
18, Other-service,20, Female, HS-grad, Private, <=50K
71, Farming-fishing,35, Male, HS-grad, Self-emp-not-inc, <=50K
51, Exec-managerial,57, Male, HS-grad, Federal-gov, >50K
27, ?,40, Male, HS-grad, ?, <=50K
20, Other-service,35, Male, 12th, Private, <=50K
33, ?,40, Female, 11th, ?, <=50K
34, Tech-support,40, Female, Assoc-voc, Private, <=50K
28, Other-service,40, Male, Assoc-voc, Private, >50K
23, Adm-clerical,24, Female, Some-college, Private, <=50K
36, Craft-repair,50, Male, Some-college, Private, <=50K
42, Prof-specialty,39, Female, Prof-school, Private, >50K
31, Craft-repair,40, Male, Bachelors, Local-gov, >50K
19, ?,10, Male, HS-grad, ?, <=50K
38, Prof-specialty,40, Male, Masters, Local-gov, <=50K
22, Adm-clerical,40, Female, HS-grad, Private, <=50K
36, Adm-clerical,54, Female, Assoc-voc, Private, <=50K
36, Sales,50, Male, Masters, Private, >50K
17, Handlers-cleaners,18, Male, 11th, Private, <=50K
30, Adm-clerical,40, Female, Some-college, Federal-gov, <=50K
35, Craft-repair,30, Male, 9th, Self-emp-not-inc, <=50K
32, Exec-managerial,40, Male, Masters, Private, >50K
42, Exec-managerial,40, Male, Bachelors, Private, >50K
54, Exec-managerial,45, Female, Some-college, Private, >50K
36, Sales,35, Male, Bachelors, Private, >50K
58, Other-service,40, Male, 10th, Private, <=50K
39, Other-service,40, Male, Assoc-voc, Private, <=50K
62, Adm-clerical,38, Female, HS-grad, Local-gov, <=50K
51, Prof-specialty,40, Male, HS-grad, Private, <=50K
52, Exec-managerial,50, Female, Some-college, Private, <=50K
25, Sales,30, Female, HS-grad, Private, <=50K
26, Adm-clerical,40, Female, Bachelors, Private, <=50K
26, Craft-repair,40, Male, 10th, Private, <=50K
59, Exec-managerial,40, Female, Bachelors, State-gov, <=50K
21, Farming-fishing,50, Male, HS-grad, Private, <=50K
45, Tech-support,18, Male, Masters, Private, >50K
26, Craft-repair,36, Male, HS-grad, Private, <=50K
68, Farming-fishing,20, Male, 10th, Self-emp-not-inc, <=50K
60, Other-service,40, Male, HS-grad, Private, >50K
65, Sales,18, Male, HS-grad, Private, <=50K
41, Exec-managerial,45, Female, Masters, Private, <=50K
34, Transport-moving,50, Male, HS-grad, Private, <=50K
28, Adm-clerical,40, Male, HS-grad, Private, <=50K
40, Adm-clerical,40, Female, Assoc-voc, Private, <=50K
57, Prof-specialty,60, Male, Masters, Private, >50K
37, Craft-repair,50, Male, 11th, Private, <=50K
34, Machine-op-inspct,60, Male, 10th, Private, <=50K
21, ?,56, Female, 11th, ?, <=50K
57, Tech-support,48, Male, Bachelors, Federal-gov, >50K
55, Exec-managerial,40, Male, Bachelors, Private, >50K
51, Farming-fishing,60, Male, HS-grad, Private, <=50K
56, Adm-clerical,40, Male, Bachelors, Private, >50K
32, Exec-managerial,60, Male, Some-college, Private, <=50K
18, Sales,15, Male, Some-college, Private, <=50K
48, Prof-specialty,40, Male, Assoc-voc, Private, <=50K
46, Prof-specialty,40, Male, Bachelors, Private, >50K
41, Prof-specialty,50, Male, Prof-school, Federal-gov, >50K
33, Transport-moving,20, Male, HS-grad, Private, <=50K
33, Handlers-cleaners,40, Male, HS-grad, Private, <=50K
47, Machine-op-inspct,40, Male, 5th-6th, Private, <=50K
46, Exec-managerial,40, Female, HS-grad, Self-emp-inc, >50K
40, Adm-clerical,38, Female, HS-grad, Private, <=50K
42, Machine-op-inspct,40, Male, HS-grad, Private, <=50K
31, Prof-specialty,55, Male, Bachelors, State-gov, >50K
51, Handlers-cleaners,40, Male, 11th, Private, <=50K
44, Adm-clerical,57, Female, Some-college, Private, <=50K
37, Tech-support,40, Female, HS-grad, Private, <=50K
25, Machine-op-inspct,40, Female, 11th, Private, <=50K
63, Farming-fishing,60, Male, 7th-8th, Self-emp-not-inc, >50K
52, Sales,45, Male, HS-grad, Private, <=50K
42, Tech-support,40, Female, Some-college, Local-gov, <=50K
28, Adm-clerical,40, Female, HS-grad, Private, <=50K
30, Prof-specialty,40, Male, Masters, Private, >50K
34, Sales,50, Male, Bachelors, Private, <=50K
37, Exec-managerial,40, Female, Assoc-acdm, Federal-gov, >50K
31, Machine-op-inspct,45, Male, HS-grad, Private, <=50K
35, Sales,35, Female, Some-college, Private, <=50K
25, Adm-clerical,40, Female, Some-college, Private, <=50K
38, Exec-managerial,40, Male, HS-grad, Private, <=50K
43, Farming-fishing,60, Male, HS-grad, Self-emp-not-inc, <=50K
22, Craft-repair,40, Female, Some-college, Private, <=50K
18, Other-service,20, Male, 11th, Private, <=50K
26, Adm-clerical,40, Female, HS-grad, Private, <=50K
36, Transport-moving,60, Male, HS-grad, Private, >50K
43, Sales,20, Male, HS-grad, Private, <=50K
21, Adm-clerical,25, Female, Some-college, Private, <=50K
62, Protective-serv,40, Female, Some-college, Federal-gov, <=50K
26, Craft-repair,40, Male, HS-grad, Private, <=50K
54, Exec-managerial,40, Male, Bachelors, Self-emp-not-inc, >50K
18, Sales,20, Female, 11th, Private, <=50K
65, Sales,55, Male, HS-grad, Self-emp-not-inc, <=50K
41, Craft-repair,50, Male, HS-grad, Private, <=50K
31, Other-service,20, Female, 9th, Private, <=50K
56, Sales,40, Female, 9th, Private, <=50K
50, Exec-managerial,50, Male, Bachelors, Private, >50K
22, Adm-clerical,35, Female, Bachelors, Private, <=50K
36, Protective-serv,48, Male, Some-college, Local-gov, <=50K
48, Prof-specialty,40, Male, Doctorate, Private, >50K
30, Other-service,30, Female, HS-grad, Private, <=50K
35, Tech-support,45, Male, Some-college, Private, <=50K
37, Transport-moving,30, Male, HS-grad, Self-emp-not-inc, <=50K
32, ?,5, Male, HS-grad, ?, <=50K
56, Exec-managerial,50, Female, Masters, Private, <=50K
29, ?,35, Male, HS-grad, ?, <=50K
41, Sales,40, Male, Assoc-acdm, Private, <=50K
38, Other-service,40, Male, HS-grad, State-gov, <=50K
34, Machine-op-inspct,35, Female, 9th, Private, <=50K
54, Other-service,40, Male, 12th, State-gov, <=50K
36, ?,50, Male, Assoc-voc, ?, <=50K
42, Prof-specialty,40, Female, Assoc-voc, Private, <=50K
33, Farming-fishing,50, Male, HS-grad, Private, <=50K
21, Prof-specialty,30, Female, HS-grad, Private, <=50K
69, Transport-moving,10, Male, 10th, Local-gov, <=50K
32, Sales,46, Female, Assoc-acdm, Private, <=50K
50, Craft-repair,40, Male, HS-grad, Private, <=50K
40, Other-service,40, Male, 12th, Private, <=50K
45, Other-service,40, Female, HS-grad, Private, <=50K
31, Adm-clerical,35, Male, HS-grad, Private, <=50K
24, Prof-specialty,40, Female, Bachelors, Private, <=50K
28, Prof-specialty,60, Male, Bachelors, Private, >50K
21, Other-service,5, Female, Assoc-acdm, Private, <=50K
43, Exec-managerial,25, Male, Assoc-voc, Self-emp-not-inc, <=50K
22, Sales,25, Female, HS-grad, Private, <=50K
62, Craft-repair,40, Male, HS-grad, Self-emp-not-inc, <=50K
21, Tech-support,25, Male, Some-college, Self-emp-not-inc, <=50K
37, Transport-moving,45, Male, Some-college, Private, <=50K
34, Other-service,40, Female, Some-college, Private, <=50K
74, Exec-managerial,12, Male, Bachelors, Self-emp-not-inc, >50K
43, Machine-op-inspct,38, Female, Some-college, Private, <=50K
25, Prof-specialty,40, Female, Some-college, Private, <=50K
43, Handlers-cleaners,40, Male, 11th, Private, <=50K
23, Other-service,40, Male, 11th, Private, <=50K
33, Machine-op-inspct,40, Female, HS-grad, Private, <=50K
51, Exec-managerial,35, Male, Bachelors, State-gov, >50K
64, Sales,40, Female, Bachelors, Private, <=50K
35, Exec-managerial,50, Male, Some-college, Private, <=50K
69, Farming-fishing,45, Male, 10th, Self-emp-not-inc, <=50K
32, Exec-managerial,48, Male, Bachelors, Private, >50K
20, Other-service,40, Female, Some-college, Private, <=50K
66, Transport-moving,50, Male, HS-grad, Self-emp-inc, >50K
31, Craft-repair,40, Male, Some-college, Private, <=50K
22, Other-service,24, Female, Some-college, Private, <=50K
32, Prof-specialty,40, Male, Prof-school, Private, <=50K
23, Sales,40, Female, Assoc-acdm, Private, <=50K
21, Adm-clerical,40, Male, Some-college, Private, <=50K
36, Other-service,2, Female, HS-grad, Private, <=50K
62, Craft-repair,40, Male, 7th-8th, Local-gov, <=50K
24, Handlers-cleaners,40, Male, HS-grad, Private, <=50K
45, Transport-moving,50, Male, Some-college, Private, >50K
27, Handlers-cleaners,40, Male, 11th, Private, <=50K
38, Prof-specialty,90, Male, Prof-school, Private, >50K
20, ?,5, Female, Some-college, ?, <=50K
30, Machine-op-inspct,30, Male, Some-college, Private, <=50K
17, ?,20, Male, 10th, ?, <=50K
17, ?,8, Male, 11th, ?, <=50K
21, Farming-fishing,40, Male, Assoc-voc, Self-emp-not-inc, <=50K
56, Sales,40, Male, HS-grad, Self-emp-not-inc, <=50K
59, Prof-specialty,60, Female, Masters, Local-gov, >50K
37, Exec-managerial,40, Female, Some-college, Self-emp-not-inc, <=50K
52, Exec-managerial,40, Female, Some-college, Private, <=50K
50, Exec-managerial,40, Male, Some-college, Federal-gov, >50K
55, Exec-managerial,60, Male, Bachelors, Private, >50K
55, Prof-specialty,40, Male, Bachelors, Private, >50K
45, ?,40, Female, HS-grad, ?, <=50K
72, Prof-specialty,20, Male, Some-college, Private, <=50K
39, Exec-managerial,40, Female, Some-college, Private, <=50K
28, Machine-op-inspct,40, Female, 12th, Private, <=50K
38, Tech-support,40, Male, Bachelors, Private, <=50K
44, Craft-repair,55, Male, Some-college, Private, <=50K
51, Sales,40, Male, HS-grad, Self-emp-not-inc, <=50K
20, Other-service,36, Male, Some-college, Private, <=50K
25, Transport-moving,45, Female, Some-college, Private, <=50K
52, Sales,20, Female, Some-college, Private, >50K
45, Craft-repair,40, Female, HS-grad, Private, <=50K
17, Adm-clerical,12, Female, 11th, Private, <=50K
20, Other-service,15, Female, HS-grad, Private, <=50K
64, Prof-specialty,25, Male, Masters, Local-gov, <=50K
34, Adm-clerical,40, Male, HS-grad, Private, <=50K
74, Exec-managerial,4, Male, Some-college, Self-emp-not-inc, <=50K
58, Craft-repair,40, Female, 11th, Federal-gov, >50K
44, Prof-specialty,40, Male, Masters, Private, >50K
23, Adm-clerical,25, Female, Assoc-acdm, State-gov, <=50K
23, Handlers-cleaners,50, Male, HS-grad, Private, <=50K
27, Tech-support,36, Female, Assoc-voc, Private, <=50K
34, Sales,45, Male, Bachelors, Private, >50K
18, Sales,24, Female, HS-grad, Private, <=50K
33, Sales,17, Female, 11th, Private, <=50K
50, Craft-repair,48, Male, Some-college, Self-emp-not-inc, <=50K
47, Sales,50, Male, HS-grad, Private, <=50K
50, Prof-specialty,55, Male, Prof-school, Self-emp-inc, >50K
18, Sales,15, Female, 11th, Private, <=50K
49, Prof-specialty,60, Female, Prof-school, Local-gov, >50K
34, Handlers-cleaners,50, Male, Some-college, Private, <=50K
51, Prof-specialty,45, Male, Masters, Private, >50K
56, Exec-managerial,40, Male, Some-college, State-gov, >50K
64, Adm-clerical,8, Female, HS-grad, Private, <=50K
23, Farming-fishing,50, Female, Some-college, Private, <=50K
33, Transport-moving,40, Male, Some-college, Private, <=50K
43, Exec-managerial,45, Male, Masters, Private, <=50K
60, Exec-managerial,40, Male, HS-grad, Federal-gov, >50K
57, Other-service,40, Female, 12th, State-gov, <=50K
22, Sales,45, Male, Bachelors, Private, <=50K
23, Machine-op-inspct,40, Male, Bachelors, Private, <=50K
54, Sales,50, Male, Some-college, Private, >50K
39, Adm-clerical,52, Male, HS-grad, Federal-gov, >50K
32, Prof-specialty,40, Male, Masters, Self-emp-not-inc, <=50K
20, Tech-support,15, Male, Some-college, Private, <=50K
30, Exec-managerial,52, Male, Some-college, Private, <=50K
56, Farming-fishing,45, Male, HS-grad, Self-emp-not-inc, <=50K
34, Handlers-cleaners,40, Male, HS-grad, Private, <=50K
32, Craft-repair,40, Male, HS-grad, Private, <=50K
59, Prof-specialty,50, Male, Masters, Private, >50K
19, Prof-specialty,11, Male, Some-college, Private, <=50K
60, ?,40, Female, 9th, ?, <=50K
29, Handlers-cleaners,42, Male, HS-grad, Private, <=50K
24, Craft-repair,60, Male, Some-college, Private, <=50K
41, Prof-specialty,35, Male, Masters, State-gov, <=50K
23, Handlers-cleaners,30, Female, 7th-8th, Private, <=50K
32, Sales,50, Male, HS-grad, Private, >50K
51, Sales,40, Male, HS-grad, Self-emp-inc, <=50K
18, Sales,10, Male, HS-grad, Private, <=50K
28, Exec-managerial,40, Female, Some-college, Private, <=50K
33, ?,40, Female, Some-college, ?, >50K
38, Transport-moving,30, Female, HS-grad, Private, <=50K
29, Prof-specialty,50, Male, Bachelors, Private, <=50K
25, Transport-moving,45, Male, HS-grad, Private, <=50K
31, Tech-support,55, Male, Prof-school, Private, <=50K
34, Adm-clerical,25, Female, Bachelors, Private, <=50K
34, Exec-managerial,45, Male, HS-grad, Private, >50K
66, Exec-managerial,40, Male, HS-grad, State-gov, >50K
41, Handlers-cleaners,40, Male, 5th-6th, Private, <=50K
62, Prof-specialty,20, Male, 7th-8th, Private, <=50K
58, Craft-repair,40, Male, HS-grad, Private, <=50K
40, Exec-managerial,40, Female, HS-grad, Private, <=50K
24, Exec-managerial,40, Female, Bachelors, Private, <=50K
47, Exec-managerial,40, Male, HS-grad, Private, >50K
19, Other-service,25, Male, HS-grad, Private, <=50K
32, Craft-repair,45, Male, Some-college, Private, <=50K
